fecha,indicativo,nombre,provincia,altitud,prec,velmedia,hrMedia,tmed,tmin,horatmin,tmax,horatmax,dir,racha,horaracha,hrMax,horaHrMax,hrMin,horaHrMin
2021-12-21,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",81,"9,9","6,2",02:01,"13,6",11:33,11,"6,9",12:20,87,Varias,68,01:00
2021-12-22,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,3",88,"10,8","10,3",03:33,"11,2",22:07,04,"2,8",01:50,91,Varias,83,08:50
2021-12-23,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,4",87,"12,6","11,0",00:01,"14,2",15:06,24,"6,9",12:40,92,07:30,79,10:10
2021-12-24,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",82,"14,2","11,7",22:55,"16,6",11:49,24,"7,2",12:00,89,Varias,72,11:50
2021-12-25,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,5",69,"14,1","9,5",05:48,"18,7",13:07,28,"10,3",11:10,95,07:10,54,Varias
2021-12-26,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",74,"13,0","8,9",07:28,"17,1",12:42,27,"7,8",23:10,84,07:40,63,23:10
2021-12-27,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","2,2",65,"17,2","13,8",00:03,"20,7",11:29,28,"15,0",10:00,76,16:50,53,20:10
2021-12-28,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,9",58,"16,6","13,3",07:24,"20,0",13:58,33,"12,5",11:30,71,21:00,49,11:40
2021-12-29,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","1,7",63,"16,2","12,7",04:40,"19,8",11:45,34,"9,2",09:00,81,21:30,53,11:50
2021-12-30,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",68,"16,2","11,1",04:55,"21,3",15:06,25,"2,5",15:40,86,02:20,53,14:30
2021-12-31,0244X,VILASSAR DE DALT,BARCELONA,56,"0,0","0,8",79,"13,7","9,7",23:39,"17,7",12:13,12,"3,1",13:20,95,23:30,64,10:40
